Fiscal Year,Unique Identifier,Deal Number,Decision,Decision Date,Effective Date,Expiration Date,Brokered,Deal Cancelled,Country,Program,Policy Type,Decision Authority,Primary Export Product NAICS/SIC code,Product Description,Term,Primary Applicant,Primary Lender,Primary Exporter,Primary Exporter City,Primary Exporter State Code,Primary Exporter State Name,Primary Borrower,Primary Source of Repayment (PSOR),Working Capital Delegated Authority,Approved/Declined Amount,Disbursed/Shipped Amount,Undisbursed Exposure Amount,Outstanding Exposure Amount,Small Business Authorized Amount,Woman Owned Authorized Amount,Minority Owned Authorized Amount,Loan Interest Rate,Multiyear Working Capital Extension
2012,07084374XX0001,AP084374XX,Approved,11/8/2011,2/25/2013,3/20/2013,No,No,Dominican Republic,Loan,,Board,3312,Steel Works - Blast Furnaces - and Rolling Mills,Long Term,BNP Paribas,Ex-Im Bank,"Odebrecht Global Sourcing, Inc.",Coral Gables,FL,Florida,Ministry of Finance of the Dominican Republic,Ministry of Finance of the Dominican Republic,,0,26480254.49,0,0,0,0,0,2.45,
2012,07084374XX0002,AP084374XX,Approved,11/8/2011,2/25/2013,3/20/2013,No,No,Dominican Republic,Loan,,Board,3312,Steel Works - Blast Furnaces - and Rolling Mills,Long Term,BNP Paribas,Ex-Im Bank,"Odebrecht Global Sourcing, Inc.",Coral Gables,FL,Florida,Ministry of Finance of the Dominican Republic,Ministry of Finance of the Dominican Republic,,0,10058400,0,0,0,0,0,2.45,
2012,07084728XX0001,AP084728XX,Approved,9/6/2012,,10/25/2017,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,322981513,0,0,0,1350062.724,0,0,5.508,
2012,07084728XX0002,AP084728XX,Approved,9/6/2012,,10/25/2017,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,113993475,0,0,0,476492.7255,0,0,5.508,
2012,07084728XX0003,AP084728XX,Approved,9/6/2012,,10/25/2017,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,43683292,0,0,0,182596.1606,0,0,5.508,
2012,07084728XX0004,AP084728XX,Approved,9/6/2012,,10/25/2018,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,322981512,0,0,0,1350062.72,0,0,5.498,
2012,07084728XX0005,AP084728XX,Approved,9/6/2012,,10/25/2018,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,113993475,0,0,0,476492.7255,0,0,5.498,
2012,07084728XX0006,AP084728XX,Approved,9/6/2012,,10/25/2018,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,54318689,0,0,0,227052.12,0,0,5.498,
2012,07084728XX0007,AP084728XX,Approved,9/6/2012,,10/25/2019,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,322981513,0,0,0,1350062.724,0,0,5.506,
2012,07084728XX0008,AP084728XX,Approved,9/6/2012,,10/25/2019,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,113993475,0,0,0,476492.7255,0,0,5.506,
2012,07084728XX0009,AP084728XX,Approved,9/6/2012,,10/25/2019,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,65385529,0,0,0,273311.5112,0,0,5.506,
2012,07084728XX0010,AP084728XX,Approved,9/6/2012,,10/25/2020,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,322981513,0,0,0,1350062.724,0,0,5.9612,
2012,07084728XX0011,AP084728XX,Approved,9/6/2012,,10/25/2020,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,113993475,0,0,0,476492.7255,0,0,5.9612,
2012,07084728XX0012,AP084728XX,Approved,9/6/2012,,10/25/2020,No,Yes,United Arab Emirates,Loan,,Board,4911,Electric Services-Electric Power Generation - Trans,Long Term,Westinghouse Electric Company Llc,Ex-Im Bank,Westinghouse Electric Company Llc,Monroeville,PA,Pennsylvania,Spv,Korea Electric Power Corporation,,76933497,0,0,0,321582.0175,0,0,5.9612,
2012,07084837XX0001,AP084837XX,Approved,9/27/2012,,11/15/2013,No,Yes,Vietnam,Loan,,Board,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Long Term,Bnp Paribas,Ex-Im Bank,Lockheed Martin Corporation,Newtown,PA,Pennsylvania,Vietnam Posts And Telecommunications Gp.,Minst Of Finance Of Vietnam,,118081740,0,0,0,0,0,0,3.282,
2012,07085092XX0001,AP085092XX,Approved,9/27/2012,,4/15/2015,No,Yes,Brazil,Loan,,Board,541330,Engineering Services,Long Term,Government of the State of Ceara of the Federated Republic of Brazil,Ex-Im Bank,International Concept Management Inc,Grand Junction,CO,Colorado,Government of the State of Ceara of the Federated Republic of Brazil,"Ministry Of Planning, Budget And Management of the Federative Republic of Brazil",,95699375,0,0,0,19804985.66,0,0,Undisbursed,
2012,07085092XX0002,AP085092XX,Approved,9/27/2012,,4/15/2015,No,Yes,Brazil,Loan,,Board,541330,Engineering Services,Long Term,Government of the State of Ceara of the Federated Republic of Brazil,Ex-Im Bank,International Concept Management Inc,Grand Junction,CO,Colorado,Government of the State of Ceara of the Federated Republic of Brazil,"Ministry Of Planning, Budget And Management of the Federative Republic of Brazil",,9300625,0,0,0,1924764.344,0,0,Undisbursed,
2012,07085176XX0001,AP085176XX,Approved,12/5/2011,3/9/2012,4/15/2012,No,No,Mexico,Loan,,Board,2819,Industrial Inorganic Chemicals - NEC,Long Term,"Banco Santander, S.A.",Ex-Im Bank,Global Nuclear Fuel-Americas Llc,Wilmington,NC,North Carolina,Comision Federal De Electricidad,Comision Federal De Electricidad,,0,29904525.12,0,0,0,0,0,1.36,
2012,07085176XX0002,AP085176XX,Approved,12/5/2011,3/9/2012,4/15/2012,No,No,Mexico,Loan,,Board,2819,Industrial Inorganic Chemicals - NEC,Long Term,"Banco Santander, S.A.",Ex-Im Bank,Global Nuclear Fuel-Americas Llc,Wilmington,NC,North Carolina,Comision Federal De Electricidad,Comision Federal De Electricidad,,0,15502582.18,0,0,0,0,0,1.36,
2012,07085466XX0001,AP085466XX,Approved,9/27/2012,6/28/2013,5/31/2018,No,No,Saudi Arabia,Loan,,Board,332410,Power Boiler and Heat Exchanger Manufacturing,Long Term,Sadara Chemical Company,Ex-Im Bank,Multiple - Exporters,,,,Sadara Chemical Company,Sadara Chemical Company,,3595031425,2942953633,0,2344488761,267700420,35950314.25,35950314.25,2.15,
2012,07085466XX0002,AP085466XX,Approved,9/27/2012,6/28/2013,5/31/2018,No,No,Saudi Arabia,Loan,,Board,332410,Power Boiler and Heat Exchanger Manufacturing,Long Term,Sadara Chemical Company,Ex-Im Bank,Multiple - Exporters,,,,Sadara Chemical Company,Sadara Chemical Company,,871266440,963809001,0,767813446.1,64877984.19,8712664.4,8712664.4,2.15,
2012,07085466XX0003,AP085466XX,Approved,9/27/2012,6/28/2013,5/25/2025,No,No,Saudi Arabia,Loan,,Board,332410,Power Boiler and Heat Exchanger Manufacturing,Long Term,Sadara Chemical Company,Ex-Im Bank,Multiple - Exporters,,,,Sadara Chemical Company,Sadara Chemical Company,,509056324,273237366,0,217673131.7,37906370.11,5090563.24,5090563.24,2.15,
2012,07085499XX0001,AP085499XX,Approved,11/3/2011,10/5/2012,3/31/2014,No,No,France,Loan,,Board,3663,Radio and Television Broadcasting and Communicatio,Long Term,Eutelsat Sa,Ex-Im Bank,"Space Systems/Loral, LLC",Palo Alto,CA,California,Eutelsat Sa,Eutelsat Sa,,63941455,63708569.2,0,0,0,0,0,1.71,
2012,07085499XX0002,AP085499XX,Approved,11/3/2011,10/5/2012,3/31/2014,No,No,France,Loan,,Board,3663,Radio and Television Broadcasting and Communicatio,Long Term,Eutelsat Sa,Ex-Im Bank,"Space Systems/Loral, LLC",Palo Alto,CA,California,Eutelsat Sa,Eutelsat Sa,,2301892,2531752.98,0,0,0,0,0,1.71,
2012,07085557XX0001,AP085557XX,Approved,5/3/2012,11/30/2012,4/25/2015,No,No,Trinidad And Tobago,Loan,,Board,3663,Radio and Television Broadcasting and Communicatio,Long Term,"HSBC Bank USA, National Association",Ex-Im Bank,Harris Corporation,Lynchburg,VA,Virginia,"Ministry Of Finance, Planning & Development Of The Republic Of Trinidad And Tobago","Ministry Of Finance, Planning & Development Of The Republic Of Trinidad And Tobago",,26832601,24301320.29,0,0,0,0,0,2.32,
2012,07085557XX0002,AP085557XX,Approved,5/3/2012,11/30/2012,4/25/2015,No,No,Trinidad And Tobago,Loan,,Board,3663,Radio and Television Broadcasting and Communicatio,Long Term,"HSBC Bank USA, National Association",Ex-Im Bank,Harris Corporation,Lynchburg,VA,Virginia,"Ministry Of Finance, Planning & Development Of The Republic Of Trinidad And Tobago","Ministry Of Finance, Planning & Development Of The Republic Of Trinidad And Tobago",,370224,52448.4,0,0,0,0,0,2.32,
2012,07085664XX0004,AP085664XX,Approved,11/4/2011,1/11/2012,9/25/2015,No,No,India,Loan,,Board,3511,Steam - Gas - and Hydraulic Turbines - and Turbine Ge,Long Term,Reliance Power Limited,Ex-Im Bank,"General Electric International Operations Company, Inc.",Greenville,SC,South Carolina,Samalkot Power Ltd.,Reliance Power Limited,,1446040,0,0,0,0,0,0,2.65,
2012,07085664XX0005,AP085664XX,Approved,11/4/2011,1/11/2012,9/25/2015,No,No,India,Loan,,Board,3511,Steam - Gas - and Hydraulic Turbines - and Turbine Ge,Long Term,Reliance Power Limited,Ex-Im Bank,"General Electric International Operations Company, Inc.",Greenville,SC,South Carolina,Samalkot Power Ltd.,Reliance Power Limited,,583420,583420,0,203051.23,0,0,0,2.65,
2012,07085664XX0006,AP085664XX,Approved,11/4/2011,1/11/2012,9/25/2015,No,No,India,Loan,,Board,3511,Steam - Gas - and Hydraulic Turbines - and Turbine Ge,Long Term,Reliance Power Limited,Ex-Im Bank,"General Electric International Operations Company, Inc.",Greenville,SC,South Carolina,Samalkot Power Ltd.,Reliance Power Limited,,154183,0,0,0,0,0,0,2.65,
2012,07085675XX0001,AP085675XX,Approved,5/3/2012,9/18/2012,5/31/2017,No,No,Australia,Loan,,Board,8711,Engineering Services,Long Term,Australia Pacific Lng Csg Processing Pty Limited,Ex-Im Bank,Bechtel Corporation,Houston,TX,Texas,Australia Pacific Lng Csg Processing Pty Limited,Australia Pacific Lng Csg Processing Pty Limited,,1935831259,2008981259,0,576124928.3,1045348.88,0,0,2.18,
2012,07085675XX0002,AP085675XX,Approved,5/3/2012,9/18/2012,5/31/2017,No,No,Australia,Loan,,Board,8711,Engineering Services,Long Term,Australia Pacific Lng Csg Processing Pty Limited,Ex-Im Bank,Bechtel Corporation,Houston,TX,Texas,Australia Pacific Lng Csg Processing Pty Limited,Australia Pacific Lng Csg Processing Pty Limited,,683234562,695774562,0,199269834.6,368946.6635,0,0,2.18,
2012,07085675XX0003,AP085675XX,Approved,5/3/2012,9/18/2012,5/31/2017,No,No,Australia,Loan,,Board,8711,Engineering Services,Long Term,Australia Pacific Lng Csg Processing Pty Limited,Ex-Im Bank,Bechtel Corporation,Houston,TX,Texas,Australia Pacific Lng Csg Processing Pty Limited,Australia Pacific Lng Csg Processing Pty Limited,,246442111,160752110.7,0.3,46039404.52,133078.7399,0,0,2.18,
2012,07085920XX0001,AP085920XX,Approved,10/20/2011,11/23/2011,1/20/2012,No,No,Ireland,Loan,,Board,336411,Aircraft Manufacturing,Long Term,CHC Leasing (Ireland) Limited,Ex-Im Bank,Sikorsky Aircraft,Stratford,CT,Connecticut,SPC/Heli-One Canada Inc.,CHC Leasing (Ireland) Limited,,87936354.09,87936354.09,0,0,0,0,0,2.06,
2012,07085953XX0001,AP085953XX,Approved,1/5/2012,6/26/2012,12/31/2014,No,No,Saudi Arabia,Loan,,Board,3511,Steam - Gas - and Hydraulic Turbines - and Turbine Ge,Long Term,Hajr For Electricity Production Company,Ex-Im Bank,"Siemens Energy, Inc.",Houston,TX,Texas,Hajr For Electricity Production Company,Hajr For Electricity Production Company,,368164101,368164101,0,78846023.82,434433.6392,0,0,2.46,
2012,07085953XX0002,AP085953XX,Approved,1/5/2012,6/26/2012,12/31/2014,No,No,Saudi Arabia,Loan,,Board,3511,Steam - Gas - and Hydraulic Turbines - and Turbine Ge,Long Term,Hajr For Electricity Production Company,Ex-Im Bank,"Siemens Energy, Inc.",Houston,TX,Texas,Hajr For Electricity Production Company,Hajr For Electricity Production Company,,159271900,159271900,0,34109670.06,187940.842,0,0,2.46,
2012,07085953XX0003,AP085953XX,Approved,1/5/2012,6/26/2012,12/31/2014,No,No,Saudi Arabia,Loan,,Board,3511,Steam - Gas - and Hydraulic Turbines - and Turbine Ge,Long Term,Hajr For Electricity Production Company,Ex-Im Bank,"Siemens Energy, Inc.",Houston,TX,Texas,Hajr For Electricity Production Company,Hajr For Electricity Production Company,,20564000,20564000,0,4403986.24,24265.52,0,0,2.46,
2012,07086043XX0001,AP086043XX,Approved,11/10/2011,3/28/2012,3/31/2012,No,No,Brazil,Loan,,Individual Delegated Authority,3721,Aircraft,Medium Term,Berneck & Cia.,Ex-Im Bank,Beechcraft Corporation,Wichita,KS,Kansas,Berneck & Cia.,Berneck & Cia.,,4295025,3834843.41,0,0,0,0,0,1.83,
2012,07086436XX0001,AP086436XX,Approved,4/5/2012,8/27/2012,10/30/2014,No,No,India,Loan,,Board,334413,Semiconductor and Related Device Manufacturing,Long Term,Rajasthan Sun Technique Energy Private,Ex-Im Bank,Areva Solar Inc.,Mountain View,CA,California,Rajasthan Sun Technique Energy Private,Rajasthan Sun Technique Energy Private,,57794966,36025107.53,0,24082784.56,664064.1593,0,0,2.55,
2012,07086436XX0002,AP086436XX,Approved,4/5/2012,8/27/2012,10/30/2014,No,No,India,Loan,,Board,334413,Semiconductor and Related Device Manufacturing,Long Term,Rajasthan Sun Technique Energy Private,Ex-Im Bank,Areva Solar Inc.,Mountain View,CA,California,Rajasthan Sun Technique Energy Private,Rajasthan Sun Technique Energy Private,,20398223,17288599,0,11725812.2,234375.5823,0,0,2.55,
2012,07086436XX0003,AP086436XX,Approved,4/5/2012,8/27/2012,10/30/2014,No,No,India,Loan,,Board,334413,Semiconductor and Related Device Manufacturing,Long Term,Rajasthan Sun Technique Energy Private,Ex-Im Bank,Areva Solar Inc.,Mountain View,CA,California,Rajasthan Sun Technique Energy Private,Rajasthan Sun Technique Energy Private,,2136194,416509.4,0,290098.82,24544.86906,0,0,2.55,
2012,07086455XX0001,AP086455XX,Approved,5/17/2012,9/21/2012,7/20/2013,No,No,India,Loan,,Board,3674,Semicinductors and Related Devices,Long Term,AZURE SOLAR PRIVATE LIMITED,Ex-Im Bank,Azure Power,San Ramon,CA,California,AZURE SOLAR PRIVATE LIMITED,AZURE SOLAR PRIVATE LIMITED,,47456520,47456520,0,0,0,0,0,Floating Rate,
2012,07086455XX0002,AP086455XX,Approved,5/17/2012,9/21/2012,7/20/2013,No,No,India,Loan,,Board,3674,Semicinductors and Related Devices,Long Term,AZURE SOLAR PRIVATE LIMITED,Ex-Im Bank,Azure Power,San Ramon,CA,California,AZURE SOLAR PRIVATE LIMITED,AZURE SOLAR PRIVATE LIMITED,,16252271,16252271,0,0,0,0,0,Floating Rate,
2012,07086455XX0003,AP086455XX,Approved,5/17/2012,9/21/2012,7/20/2013,No,No,India,Loan,,Board,3674,Semicinductors and Related Devices,Long Term,AZURE SOLAR PRIVATE LIMITED,Ex-Im Bank,Azure Power,San Ramon,CA,California,AZURE SOLAR PRIVATE LIMITED,AZURE SOLAR PRIVATE LIMITED,,266081,0,0,0,0,0,0,4.0732,
2012,07086485XX0001,AP086485XX,Approved,8/14/2012,2/25/2013,8/16/2019,No,No,Spain,Loan,,Individual Delegated Authority,9999,Nonclassifiable Establishments,Medium Term,Abengoa S.A.,Ex-Im Bank,Solutia Inc.,Saint Louis,MO,Missouri,"Teyma, Gestion De Contratos De Construcc",Abengoa S.A.,,8558974,8558974,0,3992067.13,0,0,0,1.81,
2012,07086539XX0001,AP086539XX,Approved,7/19/2012,2/13/2014,5/31/2016,No,No,Australia,Loan,,Board,3663,Radio and Television Broadcasting and Communicatio,Long Term,Newsat Limited,Ex-Im Bank,Lockheed Martin Corporation,Newtown,PA,Pennsylvania,Jabiru Satellite Ltd.,Newsat Limited,,269610000,139111999,0,0,0,0,0,2.58,
2012,07086539XX0002,AP086539XX,Approved,7/19/2012,2/13/2014,5/31/2016,No,No,Australia,Loan,,Board,3663,Radio and Television Broadcasting and Communicatio,Long Term,Newsat Limited,Ex-Im Bank,Lockheed Martin Corporation,Newtown,PA,Pennsylvania,Jabiru Satellite Ltd.,Newsat Limited,,11500000,0,0,0,0,0,0,2.58,
2012,07086539XXAA06,AP086539XX,Approved,7/19/2012,2/13/2014,5/31/2016,No,No,Australia,Loan,,Board,3663,Radio and Television Broadcasting and Communicatio,Long Term,Newsat Limited,Ex-Im Bank,Lockheed Martin Corporation,Newtown,PA,Pennsylvania,Jabiru Satellite Ltd.,Newsat Limited,,0,0,0,0,0,0,0,2.58,
2012,07086561XX0001,AP086561XX,Approved,5/17/2012,2/15/2013,6/1/2014,No,No,Brazil,Loan,,Board,3559,Metalworking Machinery - NEC,Long Term,Gas Verde S/A,Ex-Im Bank,"FirmGreen, Inc.",Quezon City,AZ,Arizona,Gas Verde S/A,Arcadis Logos Energia S/A,,36932783,27247849.42,0,0,25627288.8,0,0,2.3,
2012,07086561XX0002,AP086561XX,Approved,5/17/2012,2/15/2013,6/1/2014,No,No,Brazil,Loan,,Board,3559,Metalworking Machinery - NEC,Long Term,Gas Verde S/A,Ex-Im Bank,"FirmGreen, Inc.",Quezon City,AZ,Arizona,Gas Verde S/A,Arcadis Logos Energia S/A,,11638482,12670764.56,0,0,8075826.275,0,0,2.3,
2012,07086794XX0001,AP086794XX,Approved,6/28/2012,6/20/2013,3/31/2014,No,No,India,Loan,,Board,3674,Semicinductors and Related Devices,Long Term,Kiran Suryaprakash India Private Limited,Ex-Im Bank,First Solar Inc.,Tempe,AZ,Arizona,Kiran Suryaprakash India Private Limited,Kiran Suryaprakash India Private Limited,,24873167,24873167,0,0,0,0,0,3.8444,
2012,07086794XX0002,AP086794XX,Approved,6/28/2012,6/20/2013,3/31/2014,No,No,India,Loan,,Board,3674,Semicinductors and Related Devices,Long Term,Kiran Suryaprakash India Private Limited,Ex-Im Bank,First Solar Inc.,Tempe,AZ,Arizona,Kiran Suryaprakash India Private Limited,Kiran Suryaprakash India Private Limited,,8778765,8778765,0,0,0,0,0,3.8444,
2012,07086794XX0003,AP086794XX,Approved,6/28/2012,6/20/2013,2/28/2014,No,No,India,Loan,,Board,3674,Semicinductors and Related Devices,Long Term,Kiran Suryaprakash India Private Limited,Ex-Im Bank,First Solar Inc.,Tempe,AZ,Arizona,Kiran Suryaprakash India Private Limited,Kiran Suryaprakash India Private Limited,,707331,0,0,0,0,0,0,3.8444,
2012,07086796XX0001,AP086796XX,Approved,6/28/2012,5/22/2013,12/15/2013,No,No,India,Loan,,Board,3674,Semicinductors and Related Devices,Long Term,Solarfield Energy Two Private Ltd,Ex-Im Bank,First Solar Inc.,Tempe,AZ,Arizona,Solarfield Energy Two Private Ltd,Solarfield Energy Two Private Ltd,,16636073,17109161,0,0,0,0,0,3.6744,
2012,07086796XX0002,AP086796XX,Approved,6/28/2012,5/22/2013,12/15/2013,No,No,India,Loan,,Board,3674,Semicinductors and Related Devices,Long Term,Solarfield Energy Two Private Ltd,Ex-Im Bank,First Solar Inc.,Tempe,AZ,Arizona,Solarfield Energy Two Private Ltd,Solarfield Energy Two Private Ltd,,5871555,5871554.7,0,0,0,0,0,3.6744,
2012,07086796XX0003,AP086796XX,Approved,6/28/2012,5/22/2013,12/15/2013,No,No,India,Loan,,Board,3674,Semicinductors and Related Devices,Long Term,Solarfield Energy Two Private Ltd,Ex-Im Bank,First Solar Inc.,Tempe,AZ,Arizona,Solarfield Energy Two Private Ltd,Solarfield Energy Two Private Ltd,,473088,0,0,0,0,0,0,3.6744,
2012,07086903XX0001,AP086903XX,Approved,7/12/2012,2/12/2014,8/15/2018,No,No,Sri Lanka,Loan,,Board,8711,Engineering Services,Long Term,Ministry Of Finance And Planning Of The Democratic Socialist Republic Of Sri Lanka,Ex-Im Bank,"Tetra Tech, Inc.",Fairfax,VA,Virginia,Ministry Of Finance And Planning Of The Democratic Socialist Republic Of Sri Lanka,Ministry Of Finance And Planning Of The Democratic Socialist Republic Of Sri Lanka,,47964187,47964187,0,29617592.13,0,0,0,4.55,
2012,07086903XX0002,AP086903XX,Approved,7/12/2012,2/12/2014,8/15/2018,No,No,Sri Lanka,Loan,,Board,8711,Engineering Services,Long Term,Ministry Of Finance And Planning Of The Democratic Socialist Republic Of Sri Lanka,Ex-Im Bank,"Tetra Tech, Inc.",Fairfax,VA,Virginia,Ministry Of Finance And Planning Of The Democratic Socialist Republic Of Sri Lanka,Ministry Of Finance And Planning Of The Democratic Socialist Republic Of Sri Lanka,,16928537,16928536.97,0,10453180.52,0,0,0,4.55,
2012,07086984XX0001,AP086984XX,Approved,4/4/2012,6/12/2012,6/12/2013,No,No,United States,Working Capital,GCE,Individual Delegated Authority,,,Short Term,Cfs International Capital Corporation,"Export-Import Bank Of The United States, The",JCA International Corporation,Carlsbad,CA,California,JCA International Corporation,JCA International Corporation,Yes,200000,84841.5,0,0,200000,0,0,,
2012,07087063XX0001,AP087063XX,Approved,4/19/2012,,4/19/2013,No,Yes,United States,Working Capital,GCE,Individual Delegated Authority,325211,Plastics Material and Resin Manufacturing,Short Term,Cfs International Insurance Services,,Pacmin Incorporated,Fullerton,CA,California,Pacmin Incorporated,Pacmin Incorporated,Yes,0,0,0,0,0,0,0,,
2012,07087071XX0001,AP087071XX,Approved,4/23/2012,6/8/2012,6/10/2013,No,No,United States,Working Capital,GCE,Individual Delegated Authority,,,Short Term,Cfs International Capital Corporation,"Export-Import Bank Of The United States, The","Jbz, Inc.",Costa Mesa,CA,California,"Jbz, Inc.","Jbz, Inc.",Yes,500000,496323,0,0,500000,0,0,,
2012,07087352XX0001,AP087352XX,Approved,8/25/2012,10/24/2012,10/24/2013,No,No,United States,Working Capital,GCE,Individual Delegated Authority,,,Short Term,"Orion International, Llc","Export-Import Bank Of The United States, The","Orion International, Llc",Doylestown,PA,Pennsylvania,"Orion International, Llc","Orion International, Llc",Yes,153000,152097.4,0,0,153000,0,0,,
2012,07087361XX0001,AP087361XX,Approved,8/28/2012,10/1/2012,10/1/2013,No,No,United States,Working Capital,GCE,Individual Delegated Authority,423830,Industrial Machinery and Equipment Merchant Wholesalers,Short Term,Aftrade International,"Export-Import Bank Of The United States, The",Aftrade International,La Jolla,CA,California,Aftrade International,Aftrade International,Yes,350000,343628,0,229435.92,350000,0,0,,
2012,08003048XA0023,AP003048AA,Approved,1/11/2012,1/11/2012,1/19/2012,No,No,Private Export Funding Corp.,Guarantee,,Board,,,Long Term,Private Export Funding Corporation,Private Export Funding Corporation,,,,,Private Export Funding Corporation,Various Us Companies,,24410069.44,24410069.44,0,0,0,0,0,,
2012,08003048XA0024,AP003048AA,Approved,4/18/2012,4/18/2012,5/15/2022,No,No,Private Export Funding Corp.,Guarantee,,Board,,,Long Term,Private Export Funding Corporation,Private Export Funding Corporation,,,,,Private Export Funding Corporation,Various Us Companies,,58800000,58800000,0,0,0,0,0,,
2012,08003048XA0025,AP003048AA,Approved,7/31/2012,7/31/2012,9/29/2012,No,No,Private Export Funding Corp.,Guarantee,,Board,,,Long Term,Private Export Funding Corporation,Private Export Funding Corporation,,,,,Private Export Funding Corporation,Various Us Companies,,40696666.7,40696666.7,0,0,0,0,0,,
2012,08003048XA0026,AP003048AA,Approved,9/12/2012,9/12/2012,9/29/2012,No,No,Private Export Funding Corp.,Guarantee,,Board,,,Long Term,Private Export Funding Corporation,Private Export Funding Corporation,,,,,Private Export Funding Corporation,Various Us Companies,,9281250,9281250,0,0,0,0,0,,
2012,08064737XR0001,AP064737XR,Approved,5/17/2012,5/17/2012,6/30/2013,No,No,United States,Working Capital,,Individual Delegated Authority,5088,Transportation Equipment and Supplies - Except Moto,Short Term,Bank Of America Na,Bank Of America Na,American General Supplies,Gaithersburg,MD,Maryland,American General Supplies,American General Supplies,Yes,4410000,4410000,0,0,4410000,0,4410000,,
2012,08071060XM0002,AP071060XM,Approved,12/13/2011,12/13/2011,3/23/2012,No,No,United States,Working Capital,,Individual Delegated Authority,5191,Farm Supplies,Short Term,Wells Fargo Bank Minnesota Na,"Wells Fargo Bank, N.A.",Calaway Trading Inc,Ellensburg,WA,Washington,Calaway Trading Inc,Calaway Trading Inc,Yes,6000000,6000000,0,0,6000000,0,0,,
2012,08071060XN0001,AP071060XN,Approved,4/23/2012,4/23/2012,3/23/2012,No,No,United States,Working Capital,,Individual Delegated Authority,424910,Farm Supplies Merchant Wholesalers,Short Term,Wells Fargo Bank Minnesota Na,"Wells Fargo Bank, N.A.",Calaway Trading Inc,Ellensburg,WA,Washington,Calaway Trading Inc,Calaway Trading Inc,Yes,6000000,6000000,0,0,6000000,0,0,,
2012,08075258XM0001,AP075258XM,Approved,1/3/2012,1/3/2012,12/5/2012,No,No,United States,Working Capital,,Individual Delegated Authority,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations,Short Term,Frost National,Frost National,Elare Partners Ltd,San Antonio,TX,Texas,Elare Partners Ltd,Elare Partners Ltd,Yes,6300000,6300000,0,0,6300000,0,0,,
2012,08076375XK0001,AP076375XK,Approved,11/2/2011,11/2/2011,6/21/2012,No,No,United States,Working Capital,,Individual Delegated Authority,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment ",Short Term,"Jpmorgan Chase Bank, N.A.","Jpmorgan Chase Bank, N.A.",Ohm International Corporation,Houston,TX,Texas,Ohm International Corporation,Ohm International Corporation,Yes,4500000,4500000,0,0,4500000,0,0,,
